SMILES,Name,ChEMBL_ID,Assay_ChEMBL_ID,Permeability_Value,Original_Units,Permeability
Cc1cc2ccc(Cn3c(C(=O)N(C)c4ccccc4)nn(C)c3=O)cc2nc1N,,CHEMBL5174634,CHEMBL5130636,16.0,10^-6 cm/s,1
C[C@@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@H](C)O1,,CHEMBL2140173,CHEMBL4682221,7e-06,nm/s,0
COP1(=S)OCc2ccccc2O1,SALITHION,CHEMBL226967,CHEMBL905612,9.39,10^-6 cm/s,1
COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,TEMSAVIR,CHEMBL3301620,CHEMBL4721713,32.0,10^-6 cm/s,1
CN1C(C)(C)CC(Nc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1(C)C,,CHEMBL4064193,CHEMBL4009762,2.41e-05,nm/s,1
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCC[14C]4=O)cc2)CC3)cc1,,CHEMBL3526474,CHEMBL3527830,1.06e-06,nm/s,0
CS(=O)(=O)c1cccc2c(-c3nc(N[C@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c12,,CHEMBL4791134,CHEMBL5043158,3.28,10^-6 cm/s,1
CN[C@@H]1CCN(c2ccc(C(=O)Nc3cc(F)c4nc(C)cn4c3)c(F)c2)C1,,CHEMBL5405522,CHEMBL5368676,6.599999999999999e-05,nm/s,1
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,DIGOXIN,CHEMBL1751,CHEMBL5387065,0.25,10^-6 cm/s,1
Cc1noc(-c2ccc3nc(Nc4cc([C@H](C)N5CCN(C(=O)CC(F)(F)F)CC5)ccn4)[nH]c3c2)n1,,CHEMBL4577511,CHEMBL4380529,7.899999999999999e-06,nm/s,0
CC(C)NCC(O)COc1cccc2ccccc12,PROPRANOLOL,CHEMBL27,CHEMBL4671409,22.7,10^-6 cm/s,1
C=CC(=O)NCCCC[C@H](NC(=O)Cc1ccccc1C)C(=O)N1CCN(C(=O)c2cccc3ccccc23)CC1,,CHEMBL5172565,CHEMBL5158946,3.0,10^-6 cm/s,1
O=C(N[C@H]1CC[C@H](N[C@H](CO)C(F)(F)F)CC1)c1cnc2cc(C3CC3)ncc2c1,,CHEMBL5272443,CHEMBL5265279,1.8e-05,nm/s,1
COC(=O)c1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1,,CHEMBL5183954,CHEMBL5141814,1.1,10^-6 cm/s,1
CCCNC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)Cc1ccc(Cl)cc1,,CHEMBL1807263,CHEMBL1810827,9e-06,nm/s,1
N#Cc1ccc2c(c1)C[C@H](CO)N[C@@H]2c1cc(F)cc(Cl)c1,,CHEMBL5192928,CHEMBL5153267,2.66e-05,nm/s,1
O=C(NO)c1ccc(Cn2c(=O)[nH]c(=O)c3cccc(Cl)c32)cc1,,CHEMBL5438457,CHEMBL5351755,1.4,10^-6 cm/s,1
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCON1CCN(C)CC1,,CHEMBL5430456,CHEMBL5392457,12.1,10^-6 cm/s,1
Cl.c1ccc2oc(-c3ncc[nH]3)cc2c1,,CHEMBL4861277,CHEMBL4826969,13.6,10^-6 cm/s,1
CN(c1nnc(-c2c(O)cc(-c3cn[nH]c3)cc2F)s1)C1CC(C)(C)NC(C)(C)C1,,CHEMBL4867369,CHEMBL4808919,41.0,10^-6 cm/s,1
O=C(N[C@@H](c1ccccc1)c1cccc(OCc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2,,CHEMBL4854091,CHEMBL5129812,3.1,10^-6 cm/s,1
Cc1oc(=O)oc1COC(=O)CCCC[C@@H]1CCSS1,,CHEMBL5185099,CHEMBL5117325,15.9,10^-6 cm/s,1
O=C1CCC(N2C(=O)c3ccc(N4CCN(C(=O)C5CCN(c6ccc(NC(=O)c7cnc(Oc8ccccc8)nc7)cc6)CC5)CC4)cc3C2=O)C(=O)N1,,CHEMBL5200341,CHEMBL5256460,0.049,10^-6 cm/s,1
O=C(Cc1ccccc1)Nc1ccc(-c2nc3cc(NC(=O)Cc4ccccc4)ccc3[nH]2)cc1,,CHEMBL4442658,CHEMBL4423493,4.1319999999999996e-06,nm/s,0
O=C(O)Cc1ccc(O)cc1Nc1c(Cl)cccc1Cl,,CHEMBL5175277,CHEMBL5166477,4.66e-06,nm/s,0
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,PHENOLSULFONPHTHALEIN,CHEMBL258921,CHEMBL5041264,0.35,10^-6 cm/s,1
CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(OC)n2)cs1,,CHEMBL4763513,CHEMBL4703170,23.3,10^-6 cm/s,1
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CYCLOSPORINE,CHEMBL160,CHEMBL1216207,9.3e-07,nm/s,0
O=C(NCCCO)[C@@H](Cc1ccc(Cl)cc1)NC(=O)C1(c2ccc(Cl)cc2)CC1,,CHEMBL1807265,CHEMBL1810827,9e-06,nm/s,1
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCC2CCN(C3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,,CHEMBL243498,CHEMBL895362,1.6,10^-6 cm/s,1
Cc1cnc(NC(=O)[C@H](CO[C@H](C)CO)Oc2ncnc3c2cnn3-c2c(Cl)cccc2C#N)cn1,,CHEMBL3221532,CHEMBL3227004,7.8e-06,nm/s,0
Cn1cc(-c2cccc(C(=O)Nc3cc(N4CC(O)C4)ncc3C(F)(F)F)n2)cn1,,CHEMBL5190679,CHEMBL5108140,38.0,10^-6 cm/s,1
O=C(NO)[C@]1(F)[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncc(F)cn2)cc1,,CHEMBL3793392,CHEMBL3796129,4.18e-05,nm/s,1
Cc1cc(Nc2cc(Cl)cc(Cl)c2)nc(N)n1,,CHEMBL527870,CHEMBL4037234,1.35e-05,nm/s,1
COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2ccccn2)cc1)C[C@H](OC(=O)[C@@H](NC(=O)OC)C(C)(C)C)[C@H](Cc1ccccc1)NC(=O)OC(OC(=O)[C@H](N)C(C)C)C(C)C)C(C)(C)C.Cl.Cl,,CHEMBL4216131,CHEMBL4189598,1.35e-06,nm/s,0
Cc1cc(Nc2nc(NCc3ccc(Cl)c(C(=O)Nc4cc(F)ccc4F)c3)nc3c2cnn3C(C)C)n[nH]1,,CHEMBL5404721,CHEMBL5381942,0.222,10^-6 cm/s,1
Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)CO[C@@H]2F)c1,,CHEMBL3634341,CHEMBL3635353,1.42e-05,nm/s,1
O=C(O)CCCc1ccccc1,PHENYLBUTANOIC ACID,CHEMBL1469,CHEMBL5125168,0.74,10^-6 cm/s,1
COc1cc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)ccc1F,,CHEMBL2151927,CHEMBL2156794,2e-07,nm/s,0
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,,CHEMBL4857736,CHEMBL4827360,6.7,10^-6 cm/s,1
COc1cnc(-c2ccc(F)c([C@]3(CF)CC[C@@](C)(C#N)C(N)=N3)c2)cn1,,CHEMBL5173292,CHEMBL5156199,36.0,10^-6 cm/s,1
C[C@@H]1COCCN1c1cc(N2CCOC[C@@H]2C)nc2sc(-c3cscn3)nc12,,CHEMBL5410401,CHEMBL5335163,12.0,10^-6 cm/s,1
O=C(O)CN1C(=O)C(NC(=O)c2cc3sc(Cl)c(Cl)c3[nH]2)Cc2ccccc21,,CHEMBL232627,CHEMBL889964,11.0,10^-6 cm/s,1
COC(=O)c1sccc1NC(=O)Cc1cccs1,,CHEMBL1288895,CHEMBL1686764,1.44e-05,nm/s,1
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCC[14C]4=O)cc2)CC3)cc1,,CHEMBL3526474,CHEMBL3532891,6.1e-07,nm/s,0
CC(C)n1cc(C(N)=O)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,,CHEMBL5274166,CHEMBL5253707,4.5,10^-6 cm/s,1
C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)C3CC3)CC2)cn1,,CHEMBL2086540,CHEMBL2091172,1.1e-06,nm/s,0
COc1cc(CN(CC(C)C)[C@@H](CC(=O)O)c2ccc(Cl)cc2)ccc1OCCn1c(=O)ccn(C)c1=O,,CHEMBL3898010,CHEMBL3865120,2.5e-07,nm/s,0
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=Nc3ccc(NS(C)(=O)=O)cc3S(=O)(=O)N2)c1=O,,CHEMBL401825,CHEMBL927015,0.03,10^-6 cm/s,1
CN(C)CCNc1nc(Oc2cccc3ccccc23)c2sccc2n1,,CHEMBL1862628,CHEMBL1862775,1.162e-05,nm/s,1
CCOc1nc2ccc(OC)cc2n1CCCNC(C)=O,,CHEMBL4848885,CHEMBL4834844,22.5,10^-6 cm/s,1
C[C@@H](CO)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2ccn(C)n2)c1,,CHEMBL3217925,CHEMBL3223675,1.8e-06,nm/s,0
C[C@@H]1COCCN1c1cc(N2CCOC[C@@H]2C)nc2[nH]c(-c3cc[nH]n3)nc12,,CHEMBL5431805,CHEMBL5335163,40.0,10^-6 cm/s,1
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,,CHEMBL22969,CHEMBL4423493,1.3068000000000001e-05,nm/s,1
C[C@H]1CN(Cc2cc(Cl)cc(NC(=O)CC(CCC(=O)O)c3ccccc3)c2Cl)CCN1C(=O)C1CCCC1,,CHEMBL4746006,CHEMBL4736740,13.0,10^-6 cm/s,1
Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)C(C)(C)c2nnn[nH]2)CC1,,CHEMBL1784465,CHEMBL1785354,1.3e-07,nm/s,0
CCC(=O)NC/C=C\CN(C)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,,CHEMBL4085520,CHEMBL4046304,7.2e-07,nm/s,0
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@H]3CCCNC3)cn2)c1,,CHEMBL5399121,CHEMBL5373989,1.3,10^-6 cm/s,1
CCNC(=O)Nc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,,CHEMBL5423325,CHEMBL5388210,38.61,10^-6 cm/s,1
Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3)CC2)c([C@@H](N)CC(C)C)c1,,CHEMBL213122,CHEMBL901398,1.8e-06,nm/s,0
CCn1c2ccccc2c2cc(-c3nc4cc(C(N)=O)ccc4n3CCOC)ccc21,,CHEMBL4587734,CHEMBL4481174,1.024e-05,nm/s,1
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCOC2)cc1F,,CHEMBL4101414,CHEMBL4046489,4.01e-05,nm/s,1
Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4c(F)cccc4[nH]3)C[C@H]2C)n1,,CHEMBL3892103,CHEMBL5130072,8.5,10^-6 cm/s,1
Cn1c(C(=O)NC2(c3ccc([C@H](O)c4cccnc4)cc3)COC2)cc2c(Cl)c(Cl)ccc21,,CHEMBL4556384,CHEMBL4350237,6.1e-07,nm/s,0
Cc1cc(CN(C2CCC2)C(CC(=O)O)c2ccc(Cl)cc2)ccc1OCCn1c(=O)ccn(C)c1=O,,CHEMBL3891828,CHEMBL3865120,5e-07,nm/s,0
CCN(CC)CCOc1ccc(-c2nc3cc(C4=NCCN4)ccc3[nH]2)cc1OC.Cl.Cl,,CHEMBL4758627,CHEMBL4710749,0.5,10^-6 cm/s,1
C[C@@H]1CN(c2cc(-n3ncc4ccc(-c5cnn(C)c5)cc43)ccn2)C[C@H](C)O1,,CHEMBL5276498,CHEMBL5239658,31.0,10^-6 cm/s,1
CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(NC34CC(C3)C4)n2)CC1,,CHEMBL4875131,CHEMBL4842267,33.2,10^-6 cm/s,1
CN1CCN(c2ccc(C3CC(c4ccc([N+](=O)[O-])o4)=NO3)cc2F)C(=O)C1,,CHEMBL2147099,CHEMBL2148940,2.698e-05,nm/s,1
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3cc(Cl)sc3n1)n2Cc1ccc(-c2ccn(C)n2)cc1,,CHEMBL5440400,CHEMBL5375004,59.9,10^-6 cm/s,1
CN1CCN(c2cnc3c(C4CCN(C(=O)c5ccc(OC(F)(F)F)cc5N)CC4)ncnc3c2)CC1,BAY-885,CHEMBL4445670,CHEMBL4332036,1.07e-05,nm/s,1
CNC(=O)[C@H]1CC[C@@]2(CNc3ncc(-c4ccc(N)c(C(=O)N(C)C)c4F)c(Cl)c32)C1,,CHEMBL5079859,CHEMBL5041811,0.8,10^-6 cm/s,1
Cc1cccc(Cl)c1C(=O)N[C@@H](Cc1ccc(-c2c(C)n(C)c(=O)n(C)c2=O)cc1)C(=O)O,,CHEMBL2333170,CHEMBL5226156,0.0,10^-6 cm/s,0
O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cn2c(C(F)(F)F)nc3ccccc32)cc1,,CHEMBL253275,CHEMBL946128,0.7,10^-6 cm/s,1
CCOc1cc2[nH]c(Cc3nn(CC(=O)O)c(=O)c4ccccc34)nc2cc1Cl,,CHEMBL5088734,CHEMBL5046727,3.4,10^-6 cm/s,1
CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)OC)c2)N2CCN(Cc3cncs3)CC2)cc1,,CHEMBL1939736,CHEMBL1943907,2.2e-07,nm/s,0
Cn1cc(-c2nc3c(-c4ccc5c(c4)CCC[C@@H]5NC(=O)c4nc(C(C)(C)C)no4)ccnc3[nH]2)cn1,,CHEMBL4869875,CHEMBL4822451,5.0,10^-6 cm/s,1
O=C(Cc1ccccc1)N[C@H]1CO[C@H](/C=C/c2ccccc2)OC1,,CHEMBL392590,CHEMBL923279,7.32,10^-6 cm/s,1
Cc1onc(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)CS(C)(=O)=O)C2,,CHEMBL5186978,CHEMBL5167374,43.0,10^-6 cm/s,1
O=c1[nH]cc(CCc2ccc(-c3cc(O)n[nH]3)c(F)c2)[nH]c1=O,,CHEMBL5178020,CHEMBL5166383,21.0,10^-6 cm/s,1
CC[Si](CC)(CC)c1ccc(N2[C@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)CC[C@H]2c2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)cc2)cc1,,CHEMBL4214282,CHEMBL4196950,5e-08,nm/s,0
CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)Cc2ccccc2)CC1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,,CHEMBL204284,CHEMBL860621,4.1e-05,nm/s,1
COc1ccccc1N1CCN(c2ncnc3c2cnn3C2CCCC2)CC1,,CHEMBL3780527,CHEMBL3782738,1.53e-05,nm/s,1
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(CC(C)(C)C#N)cc21,,CHEMBL2408757,CHEMBL2410945,2.4999999999999998e-06,nm/s,0
CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(N(C)S(C)(=O)=O)ccc3N2)c(O)c2cccn21,,CHEMBL254968,CHEMBL927015,4.3,10^-6 cm/s,1
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)[C@](C)(C(F)F)C(=N)N3)c2)cn1,,CHEMBL5170080,CHEMBL5133255,39.7,10^-6 cm/s,1
CC(C)(C)OC(=O)N1CC2(C1)CN(c1ncc(OCc3ccncc3C#N)cn1)C2,,CHEMBL4782474,CHEMBL4668044,17.0,10^-6 cm/s,1
CC1(C)OCc2ccc(CN[C@H]3CS(=O)(=O)C[C@@H](Cc4cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c4)[C@@H]3O)cc21,,CHEMBL2048060,CHEMBL2049564,2.1e-05,nm/s,1
COc1ccc(-n2nc(C(=O)N3CCNCC(CO)C3)c3c2CCOC3)cc1,,CHEMBL5273405,CHEMBL5225967,6.0,10^-6 cm/s,1
Cc1nc(C)c(-c2ccc(-c3ccc(CC(=O)O)cc3)c(Cl)c2)nc1C(N)=O,,CHEMBL3133094,CHEMBL4223710,7.3999999999999995e-06,nm/s,0
Clc1cnc(CNc2ccc3cnsc3c2)s1,,CHEMBL4854482,CHEMBL4824104,1.068e-05,nm/s,1
C[C@@H](N[C@H]1CCN(c2ccc(C(=O)O)cc2)C1)c1cccc2ccccc12,,CHEMBL4079960,CHEMBL4047164,5.23e-05,nm/s,1
CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccc(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1)C(=O)O,,CHEMBL252009,CHEMBL928322,5e-07,nm/s,0
CO[C@@H]1[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@@H](O)[C@@H](CO)O[C@H]1S[C@@H]1COC[C@H](n2cc(-c3cccc(O)c3)nn2)[C@H]1O,,CHEMBL5093100,CHEMBL5036772,1.35,10^-6 cm/s,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(Cl)c1,,CHEMBL2151921,CHEMBL2156794,8e-07,nm/s,0
CN1CCC(Oc2ccc(N3C(=S)N(c4cnc(C#N)c(C(F)(F)F)c4)C(=O)C34CCC4)cn2)CC1,,CHEMBL4859502,CHEMBL4820519,16.2,10^-6 cm/s,1
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,,CHEMBL302324,CHEMBL896323,5.17,10^-6 cm/s,1
CC(=O)c1cc2ccccc2s1,,CHEMBL541695,CHEMBL4770830,22.1,10^-6 cm/s,1
O=c1cc(-c2ccc(C(F)(F)F)cc2)oc2ccccc12,,CHEMBL2130955,CHEMBL5115442,4.6,10^-6 cm/s,1
Cc1noc(-c2ccc3nc(Nc4cc(CN5CCN(C(=O)C6CC6)CC5)ccn4)[nH]c3c2)n1,,CHEMBL4450510,CHEMBL4380529,1.51e-05,nm/s,1
CCOC[C@@H](Oc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,,CHEMBL2048051,CHEMBL2049564,1.1e-05,nm/s,1
Cl.[2H]C([2H])([2H])Oc1ccc(Nc2nc(-c3c(C)nc4ccccn34)cs2)cc1,,CHEMBL5075452,CHEMBL5053201,0.0,10^-6 cm/s,0
COc1ccc2c(c1)CCC=C2CCCN1CCc2cc(OC)c(OC)cc2C1,,CHEMBL260377,CHEMBL921232,4.07e-05,nm/s,1
COCCC(C(=O)Nc1ccc2nn(C)cc2c1)n1cc(OC)c(-c2cc(Cl)ccc2C#N)cc1=O,,CHEMBL5406534,CHEMBL5367468,2.14e-05,nm/s,1
COC(=O)Nc1nc(C)c(S(=O)(=O)N2CCN(C[C@H](C)Nc3ncnc4c(-c5cccc(CN6CCCC6)c5)cccc34)CC2)s1,,CHEMBL5395244,CHEMBL5388553,8.949999999999999e-06,nm/s,1
COCC[C@@H](C(=O)Nc1ccc(C(N)=O)c(F)c1)n1cc(OC)c(-c2cc(Cl)ccc2C#N)cc1=O,,CHEMBL5412953,CHEMBL5367468,7.3999999999999995e-06,nm/s,0
CCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCNC(=N)NCC1CC1)CCCCCCNC(=N)NCC1CC1,,CHEMBL5175428,CHEMBL5159051,4.79,10^-6 cm/s,1
CCP(=O)(OC)c1ccc2oc(-c3ccc(OC)cc3)nc2c1,,CHEMBL4755690,CHEMBL4731881,10.7,10^-6 cm/s,1
CCNC(=N)NC(=O)Nc1c(CC)cc(S(=O)(=O)NCC)cc1CC,,CHEMBL5075910,CHEMBL5041669,1.3e-07,nm/s,0
CCN1CC(Oc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C1,,CHEMBL4740512,CHEMBL4682228,1.7e-05,nm/s,1
CCCCCCCC/C=C\CCCCCCCC(=O)NC(CO)(CO)CO,,CHEMBL5397931,CHEMBL5335732,3.23,10^-6 cm/s,1
CONC(=O)Cc1ccc(C2(NC(=O)c3cc4c(Cl)c(Cl)ccc4n3C)COC2)cc1,,CHEMBL4445276,CHEMBL4350237,8e-07,nm/s,0
O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(O)cc4[nH]3)n(Cc3ccccc3)c12,,CHEMBL5178857,CHEMBL5141815,10.8,10^-6 cm/s,1
Cc1cc(Cc2cccc3ccccc23)n(O)c(=O)c1,,CHEMBL3343458,CHEMBL5139995,6.46,10^-6 cm/s,1
O=C(NC12CC3CC(Cl)(CC(C1)c1ccccc13)C2)N[C@H]1CC[C@H](Oc2ccc(C(=O)O)cc2)CC1,,CHEMBL5084744,CHEMBL5036675,2.1499999999999997e-06,nm/s,0
COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)CO)n1,,CHEMBL4865259,CHEMBL4845479,0.4,10^-6 cm/s,1
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3ccccc3n1)n2Cc1ccc(-c2ccn(C)n2)cc1,,CHEMBL5420432,CHEMBL5375003,2.3,10^-6 cm/s,1
NC[C@@H]1C[C@@]1(C(=O)N1C=COc2ccccc21)c1ccsc1,,CHEMBL402089,CHEMBL931359,1.9999999999999998e-05,nm/s,1
COc1ccc(Cc2ccccc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,SERGLIFLOZIN A,CHEMBL270766,CHEMBL5041265,1.82,10^-6 cm/s,1
COc1cnccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,,CHEMBL4749862,CHEMBL4718841,49.9,10^-6 cm/s,1
Cc1cc(-c2n[nH]c3ccc(N[C@H]4CCCc5cc(C#N)ccc54)cc23)ccn1,,CHEMBL5177346,CHEMBL5157039,4.1,10^-6 cm/s,1
CO[C@@H]1[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@@H](O)[C@@H](CO)O[C@H]1S[C@@H]1COC[C@H](n2cc(-c3cncnc3)nn2)[C@H]1O,,CHEMBL5091613,CHEMBL5036772,1.35,10^-6 cm/s,1
Cc1ccc(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,CHEMBL2059866,CHEMBL4672721,72.0,10^-6 cm/s,1
COc1ncc(-c2cc(-c3ccnc(N4C[C@@H](C)O[C@@H](C)C4)c3)cc3c2CNC3=O)cc1NS(C)(=O)=O,,CHEMBL4863978,CHEMBL4821975,32.1,10^-6 cm/s,1
CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN(C)C(=O)C[C@@H](Cc3ccc(NC(=O)[C@H](Cc4ccccc4Cl)NC(=O)NCc4ccccc4)cc3)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,,CHEMBL5075025,CHEMBL5034268,0.1,10^-6 cm/s,1
CN(C)C(=O)c1cccc(S(=O)(=O)N2CCS[C@H]2C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)c1,,CHEMBL4075951,CHEMBL4027227,4.2e-07,nm/s,0
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,ATENOLOL,CHEMBL24,CHEMBL5387066,0.61,10^-6 cm/s,1
CON=C1CCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,,CHEMBL4100176,CHEMBL4046490,3.92e-05,nm/s,1
Cn1ncc(-c2ccc(F)cc2)c(-c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)c1=O,,CHEMBL258134,CHEMBL947948,0.16,10^-6 cm/s,1
COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,,CHEMBL208950,CHEMBL947948,0.13,10^-6 cm/s,1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,CAFFEINE,CHEMBL113,CHEMBL5159086,2.09,10^-6 cm/s,1
Cc1ccc([C@@H](NC(=O)[C@H](O)c2ccccc2)[C@@H](C)C(=O)O)cc1,,CHEMBL5273258,CHEMBL5260306,0.27,10^-6 cm/s,1
Cc1nnn(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(CCS(C)(=O)=O)C2=O,,CHEMBL5195083,CHEMBL5167373,22.0,10^-6 cm/s,1
O=C(NC1CCCC1)[C@@H]1CCCCOc2cccc(c2)C[C@H](N2CCC2)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N1,,CHEMBL5198080,CHEMBL5148569,2.2e-07,nm/s,0
O=C(O)CC(c1ccc2c(c1)OCO2)N1CCc2cc(Oc3cccc4c3nc3n4CCCN3)ccc2C1=O,,CHEMBL471675,CHEMBL1029032,8.959999999999999e-06,nm/s,1
CO[C@H](C(=O)N[C@H](c1ccc(C)cc1)[C@@H](C)C(=O)O)c1ccccc1,,CHEMBL5270092,CHEMBL5260306,3.4,10^-6 cm/s,1
Cn1cc(-c2n[nH]c3ccc(N[C@@H]4CCCc5cc(C#N)ccc54)cc23)cn1,,CHEMBL5197876,CHEMBL5157038,4.3,10^-6 cm/s,1
N#Cc1ccc(NCC(F)(F)c2ccccn2)c(F)c1CC(=O)NCCONC(=N)N,,CHEMBL257543,CHEMBL934698,8.5,10^-6 cm/s,1
